央视频-央视频道,#genre#
东森财经台,http://50.7.218.42:8278/ettvcaijing_twn/playlist.m3u8?tid=m999b5a0f7fca17599138&ct=17874&tsum=345085d2d6d4401fdb3da968dfee5a54
东森新闻台,http://50.7.218.42:8278/ettvnews/playlist.m3u8?tid=m1785954e5a67&ct=18336&tsum=ce82c650c85a63fe1ead9e30f2d4bfb4
凤凰香港,http://50.7.218.42:8278/hkphoenix_twn/playlist.m3u8?tid=m5bd7047b492a&ct=18336&tsum=2c3b7b7f9cee713c07f561b51a9e2768
凤凰资讯,http://50.7.218.42:8278/phoenixinfo_hd/playlist.m3u8?tid=m7f4a830029be&ct=18336&tsum=74f57bddc0725f74838380086dce3e44
国家地理频道TWAIWAN,http://50.7.218.42:8278/natgeohd_twn/playlist.m3u8?tid=MB5B4841803948418039&ct=18393&tsum=a2343b2c061fc9de3fa7857e832d9625
国家地理野生频道,http://50.7.218.42:8278/natgeowild_twn/playlist.m3u8?tid=mc9d789e8a1bb12836354&ct=17877&tsum=82c5ce1596dc364c112c79b239c3f5e8
好莱坞电影台,http://50.7.218.42:8278/hollywoodmovies_twn/playlist.m3u8?tid=m39bfcd99239617992917&ct=17874&tsum=774ffa7546c934dc27e743c5bbb454d3
好莱坞电影台,http://50.7.218.42:8278/hollywoodmovies_twn/playlist.m3u8?tid=MA8A4005638840056388&ct=18392&tsum=a1f1517d4ea64fd01267905f21d83859
华视,http://50.7.218.42:8278/ctshd_twn/playlist.m3u8?tid=m760743cf1f5e&ct=18335&tsum=9b0d2efb292253075aa4ec25cc439b81
龙华影剧台,http://50.7.218.42:8278/lunghuamovie_twn/playlist.m3u8?tid=mdb73470557ff10965185&ct=17874&tsum=d0a4494eb289910a11f4d305a804136a
三立综合台,http://50.7.218.42:8278/sanlizhonghe/playlist.m3u8?tid=m3362167a08a014596868&ct=17874&tsum=4472a7c943b67bf52fe5e836ca9f3b6b
台视,http://50.7.218.42:8278/ttv_taiwan/playlist.m3u8?tid=mdea1ba75c9e516139101&ct=17874&tsum=95f1742d36f959fe6e241587a4f8e970
探索频道,http://50.7.218.42:8278/ba86fcd935/playlist.m3u8?tid=m1b458a366fcb&ct=18335&tsum=6ee1498a5e37d8bd1e3f62954629ed4f
香港J2,http://50.7.218.42:8278/j2_twn/playlist.m3u8?tid=m22905da1d346&ct=18336&tsum=3b4998c4f5367bb820165f66b0caab0e
香港翡翠台,http://50.7.218.42:8278/jade_twn/playlist.m3u8?tid=m51e8c5582227&ct=18336&tsum=d0987332bec9b0fecc98b9b9ff3ddeac
香港无线新闻台,http://50.7.218.42:8278/inews_twn/playlist.m3u8?tid=m2206a7a6925a&ct=18336&tsum=47d564f6425ee7ceb9ff1ed026f89669
香港2#genre#
RTHK31,http://livetv.dnsfor.me:80/channel.1.m3u8
RTHK32,http://livetv.dnsfor.me:80/channel.2.m3u8
Now直播331台,http://livetv.dnsfor.me:80/channel.3.m3u8
Now新聞332台,http://livetv.dnsfor.me:80/channel.4.m3u8
有線新聞台HD,http://livetv.dnsfor.me:80/channel.5.m3u8
有線財經資訊台HD,http://livetv.dnsfor.me:80/channel.6.m3u8
有線綜合娛樂台HD,http://livetv.dnsfor.me:80/channel.7.m3u8
開電視,http://livetv.dnsfor.me:80/channel.9.m3u8
無綫新聞台,http://livetv.dnsfor.me:80/channel.10.m3u8
無綫財經資訊台,http://livetv.dnsfor.me:80/channel.11.m3u8
NowSportsPrime630,http://livetv.dnsfor.me:80/channel.12.m3u8
ATV,http://livetv.dnsfor.me:80/channel.14.m3u8
HKS香港卫视,http://livetv.dnsfor.me:80/channel.15.m3u8
凤凰香港台,http://livetv.dnsfor.me:80/channel.16.m3u8
CCTV5HD,http://livetv.dnsfor.me:80/channel.17.m3u8
翡翠台,http://livetv.dnsfor.me:80/channel.18.m3u8
J2,http://livetv.dnsfor.me:80/channel.19.m3u8
VIUTV,http://livetv.dnsfor.me:80/channel.20.m3u8
鳳凰資訊台,http://livetv.dnsfor.me:80/channel.21.m3u8
星空卫视,http://livetv.dnsfor.me:80/channel.22.m3u8
UNIVERSETV,http://livetv.dnsfor.me:80/channel.23.m3u8
亚旅卫视,http://livetv.dnsfor.me:80/channel.24.m3u8
香港3#genre#
港台電視31,https://cdn.hkdtmb.com/hls/31/index.m3u8
港台電視32,https://cdn.hkdtmb.com/hls/32/index.m3u8
港台電視33,https://cdn.hkdtmb.com/hls/33/index.m3u8
香港開電視,https://cdn.hkdtmb.com/hls/77/index.m3u8
香港國際財經台,https://cdn.hkdtmb.com/hls/76/index.m3u8
翡翠台,https://cdn.hkdtmb.com/hls/81/index.m3u8
翡翠台(中英字幕),https://cdn.hkdtmb.com/hls/81b/index.m3u8
J2台,https://cdn.hkdtmb.com/hls/82/index.m3u8
無綫新聞台,https://cdn.hkdtmb.com/hls/83/index.m3u8
明珠台,https://cdn.hkdtmb.com/hls/84/index.m3u8
明珠台(粵語聲道),https://cdn.hkdtmb.com/hls/84b/index.m3u8
無綫財經·資訊台,https://cdn.hkdtmb.com/hls/85/index.m3u8
ViuTV,https://cdn.hkdtmb.com/hls/99/index.m3u8
ViuTVSix,https://cdn.hkdtmb.com/hls/96/index.m3u8
台湾1#genre#
TVBS新闻,http://seb.sason.top/sc/tvbsxw_fhd.m3u8
东森财经新闻,http://seb.sason.top/sc/dscjxw_fhd.m3u8
东森新闻,http://seb.sason.top/sc/dsxw_fhd.m3u8
华视新闻,http://seb.sason.top/sc/hsxw_fhd.m3u8
民视新闻,http://seb.sason.top/sc/msxw_fhd.m3u8
三立iNews,http://seb.sason.top/sc/slinews_fhd.m3u8
三立Live,http://seb.sason.top/sc/sllive_fhd.m3u8
台视新闻,http://seb.sason.top/sc/tsxw_fhd.m3u8
中视新闻,http://seb.sason.top/sc/zsxw_fhd.m3u8
中天新闻,http://seb.sason.top/sc/ztxw_fhd.m3u8
壹新闻,http://stream.nexttv.com.tw:80/n001/hd/live.m3u8
民视,http://seb.sason.top/ptv/ftv.php?id=ms
民视第一,http://seb.sason.top/ptv/ftv.php?id=dy
民视台湾,http://seb.sason.top/ptv/ftv.php?id=tw
民视影剧,http://seb.sason.top/ptv/ftv.php?id=yj
民视综艺,http://seb.sason.top/ptv/ftv.php?id=zy
民视旅游,http://seb.sason.top/ptv/ftv.php?id=ly
纬来精采,https://usb.bozztv.com/ttvbHD/index.m3u8
澳门莲花,http://120.84.96.32:808/hls/24/index.m3u8
东森电影,http://120.84.96.32:808/hls/32/index.m3u8
东森洋片,http://120.84.96.32:808/hls/33/index.m3u8
龙祥时代,http://120.84.96.32:808/hls/35/index.m3u8
凤凰香港,http://120.84.96.32:808/hls/81/index.m3u8
天映经典,http://120.84.96.32:808/hls/85/index.m3u8
J2娱乐,http://120.84.96.32:808/hls/86/index.m3u8
台湾2#genre#
公视HD,http://59.125.101.187:8592/playlist.m3u8
三立都会台,http://59.125.101.187:8522/playlist.m3u8
三立台湾台,http://59.125.101.187:8519/playlist.m3u8
三立新闻台,http://59.125.101.187:8590/playlist.m3u8
寰宇新闻台,http://59.125.101.187:8528/playlist.m3u8
非凡新闻,http://59.125.101.187:8591/playlist.m3u8
非凡商业,http://59.125.101.187:8611/playlist.m3u8
年代新闻台,http://59.125.101.187:8609/playlist.m3u8
民视新闻,http://59.125.101.187:8610/playlist.m3u8
东森综合,http://59.125.101.187:8595/playlist.m3u8
中天综合,http://59.125.101.187:8596/playlist.m3u8
八大综合,http://59.125.101.187:8598/playlist.m3u8
年代MUCH,http://59.125.101.187:8589/playlist.m3u8
緯來综合HD,http://59.125.101.187:8583/http/192.168.77.24:8081/hls/69/811/ch35.m3u8
緯來戲劇HD,http://59.125.101.187:8585/http/192.168.77.24:8081/hls/69/811/ch33.m3u8
东风卫视,http://59.125.101.187:8578/http/60.251.39.91:8081/hls/68/810/ch31.m3u8
人间卫视,http://59.125.101.187:8506/http/61.221.81.94:8088/hls/69/811/ch36.m3u8
智林体育台,http://58.99.33.16:1935/liveedge17/live_122_3.stream/chunklist.m3u8
国家地理台湾,http://59.125.101.187:8501/playlist.m3u8
WakuWakuJapan,http://59.125.101.187:8538/playlist.m3u8
探索频道,http://59.125.101.187:8578/playlist.m3u8
好莱坞电影,http://59.125.101.187:8550/playlist.m3u8
纬来电影台,http://59.125.101.187:8583/playlist.m3u8
卫视电影台,http://59.125.101.187:8588/playlist.m3u8
台湾3#genre#
壹新闻,http://61.221.81.93:8088/hls/66/808/ch24.m3u8
民视新闻,http://61.221.81.93:8088/hls/73/815/ch51.m3u8
寰宇新闻,http://61.221.81.93:8088/hls/76/818/ch62.m3u8
CNBC,http://61.221.81.93:8595/hls/24/80/cnbc90.m3u8
NHK新闻,http://61.221.81.93:8088/hls/62/804/ch06.m3u8
凤凰中文,http://61.221.81.93:8514/hls/76/818/ch63.m3u8
中天新闻,http://61.221.81.93:8088/hls/78/80/ch63max.m3u8
中天综合,http://61.221.81.93:8088/hls/67/809/ch25.m3u8
中天娱乐,http://61.221.81.93:8088/hls/67/809/ch26.m3u8
Bloomberg,http://61.221.81.93:8581/hls/210/10016/cstv16.m3u8
东森新闻,http://61.221.81.93:8542/hls/63/805/ch10.m3u8
东森幼幼,http://61.221.81.93:8088/hls/63/805/ch09.m3u8
东森财经,http://61.221.81.93:8088/hls/63/805/ch11.m3u8
东森综合,http://61.221.81.93:8088/hls/63/805/ch12.m3u8
东森戏剧,http://61.221.81.93:8088/hls/64/806/ch13.m3u8
东森超视,http://61.221.81.93:8088/hls/64/806/ch14.m3u8
三立新闻,http://61.221.81.93:8088/hls/65/807/ch18.m3u8
三立台湾,http://61.221.81.93:8088/hls/65/807/ch20.m3u8
三立都会,http://61.221.81.93:8088/hls/65/807/ch19.m3u8
非凡新闻,http://61.221.81.93:8088/hls/75/817/ch57.m3u8
非凡商业,http://61.221.81.93:8088/hls/74/816/ch56.m3u8
年代新闻,http://61.221.81.93:8088/hls/67/809/ch27.m3u8
年代MuchTV,http://61.221.81.93:8088/hls/72/814/ch45.m3u8
中视,http://61.221.81.93:8088/hls/72/814/ch47.m3u8
台视,http://61.221.81.93:8088/hls/72/814/ch46.m3u8
公视,http://61.221.81.93:8088/hls/73/815/ch50.m3u8
民视,http://61.221.81.93:8088/hls/73/815/ch49.m3u8
华视,http://61.221.81.93:8088/hls/72/814/ch48.m3u8
华视新闻,http://61.221.81.93:8088/hls/61/803/ch03.m3u8
华视新闻,http://61.221.81.93:8088/hls/75/817/ch58.m3u8
东风卫视,http://61.221.81.93:8088/hls/68/810/ch31.m3u8
国兴卫视,http://61.221.81.93:8088/hls/64/806/ch15.m3u8
霹雳台湾,http://61.221.81.93:8088/hls/75/817/ch59.m3u8
JET综合,http://61.221.81.93:8088/hls/74/816/ch54.m3u8
BabyTV,http://61.221.81.93:8546/hls/35/80/babytv.m3u8
momo亲子台,http://61.221.81.93:8088/hls/70/812/ch40.m3u8
大爱1台,http://61.221.81.93:8088/hls/73/815/ch52.m3u8
大爱2台,http://61.221.81.93:8088/hls/75/817/ch60.m3u8
正德佛教,http://61.221.81.93:8088/hls/64/806/ch16.m3u8
人间卫视,http://61.221.81.93:8088/hls/69/811/ch36.m3u8
StarWorld,http://61.221.81.93:8562/hls/61/803/ch02.m3u8
卫视中文,http://61.221.81.93:8503/hls/62/804/ch05.m3u8
卫视电影,http://61.221.81.93:8507/hls/62/804/ch07.m3u8
卫视电影GOLD,http://61.221.81.93:8561/hls/62/804/ch08.m3u8
AXN,http://61.221.81.93:8088/hls/71/813/ch43.m3u8
HBO,http://61.221.81.93:8088/hls/71/813/ch41.m3u8
CINEMAX,http://61.221.81.93:8088/hls/71/813/ch42.m3u8
Animax,http://61.221.81.93:8088/hls/70/812/ch39.m3u8
好莱坞电影,http://61.221.81.93:8088/hls/74/816/ch55.m3u8
龙华卡通,http://61.221.81.93:8594/hls/210/10013/cstv13.m3u8
龙华偶像,http://61.221.81.93:8591/hls/210/10012/cstv12.m3u8
龙华戏剧,http://61.221.81.93:8593/hls/210/10010/cstv10.m3u8
龙华日韩,http://61.221.81.93:8592/hls/210/10011/cstv11.m3u8
龙华电影,http://61.221.81.93:8597/hls/210/10014/cstv14.m3u8
八大综合,http://61.221.81.93:8088/hls/66/808/ch21.m3u8
八大一台,http://61.221.81.93:8088/hls/66/808/ch22.m3u8
八大戏剧,http://61.221.81.93:8088/hls/66/808/ch23.m3u8
纬来综合,http://61.221.81.93:8088/hls/68/810/ch32.m3u8
纬来日本,http://61.221.81.93:8088/hls/69/811/ch34.m3u8
凤凰资讯,http://61.221.81.93:8513/hls/65/807/ch843.m3u8
纬来戏剧,http://61.221.81.93:8088/hls/69/811/ch33.m3u8
纬来电影,http://61.221.81.93:8088/hls/69/811/ch35.m3u8
纬来育乐,http://61.221.81.93:8088/hls/68/810/ch30.m3u8
纬来体育,http://61.221.81.93:8088/hls/67/809/ch28.m3u8
博斯运动I,http://61.221.81.93:8596/hls/210/10018/cstv18.m3u8
博斯运动II,http://61.221.81.93:8088/hls/61/803/ch04.m3u8
ELEVEN2,http://61.221.81.93:8078/hls/26/80/esport2.m3u8
TLC旅游生活,http://61.221.81.93:8088/hls/70/812/ch38.m3u8
亚洲旅游,http://61.221.81.93:8088/hls/76/818/ch61.m3u8
探索发现,http://61.221.81.93:8088/hls/71/813/ch44.m3u8
国家地理,http://61.221.81.93:8590/hls/61/803/ch01.m3u8
动物星球,http://61.221.81.93:8088/hls/70/812/ch37.m3u8
午夜成人source-streams#genre#
PRIVATEHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/3.m3u8
HUSTLERHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/1.m3u8
DORCELTVHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/4.m3u8
VIVIDREDHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/6.m3u8
EROxxxHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/9.m3u8
REDLIGHTHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/2.m3u8
VIXENHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/7.m3u8
PENTHOUSEGOLDHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/10.m3u8
PENTHOUSEQUICKIESHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/11.m3u8
DORCELxxxHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/5.m3u8
XyPLUSHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/14.m3u8
XyMIXHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/16.m3u8
XyMAXHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/15.m3u8
BabesTVHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/13.m3u8
BRAZZERSTVEUROPEHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/26.m3u8
BRAZZERSTVEUROPEHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/25.m3u8
NUARTHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/54.m3u8
BEATEUHSETVHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/58.m3u8
ExxxoTICAHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/55.m3u8
SEXPRIVEHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/70.m3u8
HOTXXLHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/77.m3u8
NAUGHTYHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/79.m3u8
BALKANEROTICHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/80.m3u8
EROXXXHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/97.m3u8
PORNBOXHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/92.m3u8
REDxxxHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/88.m3u8
BRAZZERSHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/91.m3u8
LEOTVHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/98.m3u8
EXTASY4K,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/99.m3u8
PRIVATEHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/103.m3u8
茉莉花台HD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/108.m3u8
VISIT-XTVLIVEHD,http://source-streams.com:8081/live/buyasaponline/buyasaponline_26022019/112.m3u8
付费频道1#genre#
彩虹e台,p5p://crfccs.kingh888.com:16666/60ab271b0008823b0e6079d6366a0d7e
彩虹電影台,p5p://crfccs.kingh888.com:16666/60ab2705000438470e6022cd64274913
香蕉台,p5p://crfccs.kingh888.com:16666/60ab2769000e40550e61abfe014de5b1
驚豔成人電影台,p5p://crfccs.kingh888.com:16666/60ab27790005917d0e61e8453f868fd2
潘朵啦玩美台,p5p://crfccs.kingh888.com:16666/60ab279b0002b9f90e626c5b4a6b3931
JStar極限台電影頻道,p5p://crfccs.kingh888.com:16666/60ab2789000ebe270e62291ec8b20e2d
松視1台,p5p://crfccs.kingh888.com:16666/60ab2744000d91cc0e611b49573518f1
松視2台,p5p://crfccs.kingh888.com:16666/60ab2759000359320e616ab455299cce
Hot,p5p://crfccs.kingh888.com:16666/60ab27ac000dd0ce0e62b1998dc28571
K頻道,p8p://fccs.123178.top:9906/60e5c69c0007bf360cfd3979da394ad7
LOOK-HD,p8p://fccs.123178.top:9906/60ed753e0003e9cf1108a73c5ad48fc9
HAPPY,p8p://fccs.123178.top:9906/60e5c5bb0000e84a0cf9c8d164f11b3b
HOT,p8p://fccs.123178.top:9906/60e5c5940008bfb40cf9327b7a38210e
松視1台,p8p://fccs.123178.top:9906/60e5c60e000509400cfb0e18dd7b20e2
松視2台,p8p://fccs.123178.top:9906/60e5c644000b70ee0cfbe2ab20648a6b
松視3台,p8p://fccs.123178.top:9906/60e5c670000a55dc0cfc8e43fe53445e
彩虹E台,p8p://fccs.123178.top:9906/60e5c5e4000b60ac0cfa6ba7ff5ef206
潘朵啦粉红台,p5p://fccs.123178.top:9906/60fd2d970005922100ecb55d2f333764
香蕉台,p5p://fccs.123178.top:9906/60fd2ddd000096c200edc58716da3240
彩虹电影台,p5p://fccs.123178.top:9906/6163cf760007ae7a0d4068236afeb0c5
JStar極限電影頻道,p5p://fccs.123178.top:9906/60fd2dff000297b000ee4ada2986dc4f
彩虹K频道,p5p://fccs.123178.top:9906/6163d476000d83df0d53f1a1211aff1e
付费频道2#genre#
彩虹e台,p5p://192.240.110.203:16666/60ab271b0008823b0e6079d6366a0d7e
彩虹電影台,p5p://192.240.110.203:16666/60ab2705000438470e6022cd64274913
香蕉台,p5p://192.240.110.203:16666/60ab2769000e40550e61abfe014de5b1
驚豔成人電影台,p5p://192.240.110.203:16666/60ab27790005917d0e61e8453f868fd2
潘朵啦高畫質玩美台,p5p://192.240.110.203:16666/60ab279b0002b9f90e626c5b4a6b3931
JStar極限台電影頻道,p5p://192.240.110.203:16666/60ab2789000ebe270e62291ec8b20e2d
松視1台,p5p://192.240.110.203:16666/60ab2744000d91cc0e611b49573518f1
松視2台,p5p://192.240.110.203:16666/60ab2759000359320e616ab455299cce
Hot,p5p://192.240.110.203:16666/60ab27ac000dd0ce0e62b1998dc28571
付费频道4#genre#
彩虹e台,p5p://45.92.126.18:9906/60e5c5e4000b60ac0cfa6ba7ff5ef206
K頻道,p5p://45.92.126.18:9906/60e5c69c0007bf360cfd3979da394ad7
LookTV,p5p://45.92.126.18:9906/60ed753e0003e9cf1108a73c5ad48fc9
驚豔成人電影台,p5p://45.92.126.18:9906/60fd2dbc0002e8d300ed4537251ee06d
香蕉台,p5p://45.92.126.18:9906/60fd2ddd000096c200edc58716da3240
潘朵啦高畫質玩美台,p5p://45.92.126.18:9906/60e5c6c10007bff20cfdca01da007296
潘朵啦高畫質粉紅台,p5p://45.92.126.18:9906/60fd2d970005922100ecb55d2f333764
JStar極限台電影頻道,p5p://45.92.126.18:9906/60fd2dff000297b000ee4ada2986dc4f
松視1台,p5p://45.92.126.18:9906/60e5c60e000509400cfb0e18dd7b20e2
松視2台,p5p://45.92.126.18:9906/60e5c644000b70ee0cfbe2ab20648a6b
松視3台,p5p://45.92.126.18:9906/60e5c670000a55dc0cfc8e43fe53445e
Hot,p5p://45.92.126.18:9906/60e5c5940008bfb40cf9327b7a38210e
Happy,p5p://45.92.126.18:9906/60e5c5bb0000e84a0cf9c8d164f11b3b
啪啪p9p#genre#
潘朵拉粉红,p9p://45.86.67.154:9906/608858600001ceac0f4b9ee9d6e55ce1.ts
松视1,p9p://45.86.67.154:9906/608857aa0008e95c0f48d9cb3b7db140.ts
松视2,p9p://45.86.67.154:9906/608857da0000c3a40f499335d3dd3c2f.ts
松视3,p9p://45.86.67.154:9906/608be9db0003468b034356b14ecbccf5.ts
苍井空,p9p://45.86.67.154:9906/608856240007a22a0f42e6072d5e291b.ts
惊艳电影,p9p://45.86.67.154:9906/608858090008d7df0f4a4cdf0b6a378b.ts
彩虹E台,p9p://45.86.67.154:9906/6088577b000703e70f4821b7caacc0c8.ts
天堂素人约啪,p9p://45.86.67.154:9906/608855f5000334d30f422d4d37584dc1.ts
香蕉台,p9p://45.86.67.154:9906/608858b300032d400f4ce37b5b3165d3.ts
潘多拉完美,p9p://45.86.67.154:9906/60885835000df6a60f4afa0edd0a04e6.ts
大神猫先生,p9p://45.86.67.154:9906/6088574f000726f40f4775e0effc3aef.ts
HOT,p9p://45.86.67.154:9906/608be96500093cd403418b48bfc325c1.ts
彩虹电影,p9p://45.86.67.154:9906/608be98b000658ff03421efa31b1b7e3.ts
Happy,p9p://45.86.67.154:9906/60885889000aab420f4c4156421fedd9.ts
LOOK,p9p://45.86.67.154:9906/608be9b2000514b40342b6ffdcae6771.ts
vivid,p9p://45.86.67.154:9906/5d4c58250004966307891f6aec517474.ts
日本J-Girl,p9p://45.86.67.154:9906/5d5992d900092aec076d9701a5d05e67.ts
西方21Member,p9p://45.86.67.154:9906/5d59934300011aba076f33001616e67f.ts
Hustler,p9p://45.86.67.154:9906/5d4c596f00037cee078e283229e92ed5.ts
Dorcel,p9p://45.86.67.154:9906/5d4c59d300046907078faf0e2ec1f6ef.ts
Private,p9p://45.86.67.154:9906/5d4c5a4d0000fa2607918abd4b19d609.ts
Redlight,p9p://45.86.67.154:9906/5d4c5ab0000b952e0793102c944e6d2b.ts
Penthouse,p9p://45.86.67.154:9906/5d4f96c10008ca971435b1dd34df64a7.ts
西方1ON1,p9p://45.86.67.154:9906/5d5993b80005f6e90770fd4750858dad.ts
西方21Sextuary,p9p://45.86.67.154:9906/5d59940400084e1b077226c02d3c1976.ts
西方葡萄牙情色,p9p://45.86.67.154:9906/5d59949e000647c707747fcbd735c60c.ts
西方老牛吃嫩草,p9p://45.86.67.154:9906/5d5994f60008897a0775d81f36e3fcbf.ts
日本加勒比无码,p9p://45.86.67.154:9906/5d599556000458b807774e0d94f7b8e4.ts
日本东京热无码,p9p://45.86.67.154:9906/5d59959d0008801e07786475971fae8c.ts
韩国演艺圈潜规则,p9p://45.86.67.154:9906/5d5995e9000e2c6707798ec91bc8ba08.ts
日本一本道无码,p9p://45.86.67.154:9906/5d59962f00074b49077a9e76646ad3d6.ts
日本天热素人无码,p9p://45.86.67.154:9906/5d59966d000e5f60077b9276d8257da1.ts
NaughtyAmerica,p9p://45.86.67.154:9906/5d5996cc0004d512077d031d6df4719e.ts
西方OFFICE场景,p9p://45.86.67.154:9906/5d59971a0008b9c4077e34cceff4aa94.ts
西方黑白大战,p9p://45.86.67.154:9906/5d59976d000162a8077f77232ed1532c.ts
中字有码1,p9p://45.86.67.154:9906/6088559700006d6a0f40bd67867e9505.ts
中字有码2,p9p://45.86.67.154:9906/608855c400097d900f416f8130c4b7e2.ts
上原亚衣,p9p://45.86.67.154:9906/60885714000d79780f469106a18a8398.ts
日本PPV-1,p9p://45.86.67.154:9906/608856e1000e0e8a0f45c9f495659823.ts
奥体金丝雀,p9p://45.86.67.154:9906/60885696000e73570f44a516ac364b5e.ts
日本VR精品,p9p://45.86.67.154:9906/6088565d00040b9b0f43c3c4428ec6b5.ts
波多野结衣,p9p://45.86.67.154:9906/6088554b000a8bdf0f3f971e47c8b07c.ts
Heyzo无码,p9p://45.86.67.154:9906/608bea27000c60bd034481e611c23d95.ts
人妻斩,p9p://45.86.67.154:9906/608bea4b000e85d903450f12cb48a2ef.ts
猫步毒药,p9p://45.86.67.154:9906/608bea74000ea3350345af42d8d8b0a6.ts
人妻熟女,p9p://45.86.67.154:9906/608bea960002cfd30346310ba8ab00a1.ts
素人动画,p9p://45.86.67.154:9906/608beab8000eeeb70346b8f59110da07.ts
XXXAV,p9p://45.86.67.154:9906/608beae40002b5d4034761b4ed6c00f0.ts
黑珍珠,p9p://45.86.67.154:9906/608beb520004891c03490fdc097d7e4c.ts
色情世界,p9p://45.86.67.154:9906/608beb7600096d8803499dbcd1c788c1.ts
人妻出轨,p9p://45.86.67.154:9906/608bec3e00060395034caa1cf343991f.ts
阿拉伯情色,p9p://45.86.67.154:9906/608bec620007bc02034d372d176b1cdf.ts
啄木鸟,p9p://45.86.67.154:9906/608bec97000589c3034e05a5aa2c6188.ts
HiPlay,p9p://45.86.67.154:9906/608beb280004836603486bcab7d4e831.ts
古川伊织,p9p://45.86.67.154:9906/608becd9000336e2034f06ddc00031d3.ts
无码破解,p9p://45.86.67.154:9906/608bed3c00098d4203508b344ba5ff1e.ts
迷奸无码,p9p://45.86.67.154:9906/608c0034000ce114039aa4ce516a1ea7.ts
经典三级,p9p://45.86.67.154:9906/608c0057000ef9b8039b2e1056ace6eb.ts
华男洋妞,p2p://45.86.67.154:9906/608c0090000eebf9039c0cb440ccacea.ts
麻豆大番,p9p://45.86.67.154:9906/608c00b600071408039c9f226307f8cb.ts
麻豆导演,p9p://45.86.67.154:9906/608c00e10007e058039d474f3d9f7f96.ts
麻豆外番,p9p://45.86.67.154:9906/608c0103000de280039dcda8c9f55a82.ts
麻豆台湾,p9p://45.86.67.154:9906/608c01a70005cbc903a04c36fe07e835.ts
91老金,p9p://45.86.67.154:9906/608c01d60003609403a103308739719a.ts
鸭总侦探,p9p://45.86.67.154:9906/608c01fd000c740003a19ddacc1c7d5f.ts
金三角猎艳,p9p://45.86.67.154:9906/608c02220006ded803a22cf5cf1c760a.ts
黑人干翻天,p9p://45.86.67.154:9906/608c0247000bbce203a2bebca4cdb2c9.ts
千人斩,p9p://45.86.67.154:9906/608c027c000c450603a38de66db6a92d.ts
小宝寻花,p9p://45.86.67.154:9906/608c02a30002b14603a423cb81258ba5.ts
午夜寻花,p9p://45.86.67.154:9906/608c02c80004e1aa03a4b4e26241a1bc.ts
男爵探花,p9p://45.86.67.154:9906/608c02f80006677903a570c674c16ef7.ts
大陆迷奸,p9p://45.86.67.154:9906/608c031d000bbb8103a602ab387ff987.ts
SM西贡女,p9p://45.86.67.154:9906/608c034100080f6903a68e5b1f24e142.ts
PsychopornTW,p9p://45.86.67.154:9906/608c037b0005e54c03a7705dc4f2e0d2.ts
俄罗斯毛子,p9p://45.86.67.154:9906/608c03bd000d5ca203a8741602ffe939.ts
美国家庭,p9p://45.86.67.154:9906/608c03e2000dff3203a904c8e2c1604e.ts
欧美艺术,p9p://45.86.67.154:9906/608c0408000d5fc803a9990f5e1be750.ts
果冻传媒,p9p://45.86.67.154:9906/608c0435000affe303aa483b0c83ac05.ts
红松已失效#genre#
松视1台http://v.hodtv.vip/wtv.php?id=301ch
松视2台http://v.hodtv.vip/wtv.php?id=302ch
松视3台http://v.hodtv.vip/wtv.php?id=303ch
